,fighter,country,age,weightClass,wins,loses,draws,tko wins,tko lose,subs win,subs lose,total
20329,Travis Wiuff,USA,40.0,Heavyweight,75,22,0,24,15,25,4,97
20330,Tony Lopez,USA,44.0,Light Heavyweight,55,26,0,20,2,25,5,81
20331,Brian Green,USA,32.0,Middleweight,31,21,0,5,9,26,7,52
20332,Brock Larson,USA,40.0,Catchweight,42,10,0,9,3,27,2,52
20333,Alexander Butenko,UKRAINE,31.0,Welterweight,46,13,3,4,4,27,3,62
20334,Rich Clementi,USA,41.0,Lightweight,45,23,1,9,4,27,9,69
20335,John Gunderson,USA,39.0,Featherweight,35,16,2,4,2,28,6,53
20341,Adam Kayoom,MALAYSIA,40.0,Welterweight,4,1,0,0,0,3,0,5
20342,Murat Khasanov,RUSSIA,27.0,Welterweight,5,0,1,0,0,3,0,6
20344,Anastasia Yankova,RUSSIA,27.0,Women's Flyweight,5,1,0,0,0,3,0,6
20345,Cheri Muraski,USA,39.0,Women's Flyweight,4,2,0,0,0,3,0,6
20346,Delaney Owen,USA,25.0,Women's Strawweight,3,2,0,0,0,3,0,5
20347,Kelly Faszholz,USA,33.0,Women's Bantamweight,4,2,0,0,1,3,0,6
20348,Jimmy Spicuzza,USA,33.0,Lightweight,6,3,0,0,2,3,0,9
20351,Cheyden Leialoha,USA,24.0,Bantamweight,6,1,0,1,0,3,0,7
20352,Ben Fodor,USA,30.0,Catchweight,6,3,1,1,0,3,0,10
20355,Cole Konrad,USA,34.0,Heavyweight,9,0,0,1,0,3,0,9
20356,Steve Mocco,USA,36.0,Heavyweight,5,1,0,1,0,3,0,6
20357,Luis Pena,ITALY,24.0,Lightweight,4,0,0,1,0,3,0,4
20359,Jeff Rexroad,USA,38.0,Welterweight,6,1,0,1,0,3,0,7
20361,Martin Sano,USA,27.0,Welterweight,4,1,0,1,0,3,0,5
20362,Ji Yeon Kim,KOREA,28.0,Women's Flyweight,8,1,2,1,0,3,0,11
20363,Tatiana Suarez,USA,27.0,Women's Strawweight,6,0,0,1,0,3,0,6
20364,Thomas Vasquez,USA,31.0,Bantamweight,6,3,0,1,1,3,0,9
20365,Tim Carpenter,USA,37.0,Light Heavyweight,9,2,0,1,1,3,0,11
20366,Matt Frevola,USA,28.0,Lightweight,6,1,0,1,1,3,0,7
20369,Cristina Stanciu,ROMANIA,24.0,Women's Strawweight,5,2,0,1,1,3,0,7
20372,Robert Turnquest,USA,35.0,Lightweight,6,3,0,1,2,3,0,9
20376,Akira Corassani,SWEDEN,35.0,Featherweight,12,6,0,1,6,3,0,18
20377,Alex Volkanovski,AUSTRALIA,29.0,Featherweight,17,1,0,10,1,3,0,18
20378,Derek Brunson,USA,34.0,Middleweight,18,6,0,10,4,3,0,24
20379,Andrey Koreshkov,RUSSIA,27.0,Welterweight,20,2,0,11,2,3,0,22
20380,Adriano Martins,BRAZIL,36.0,Lightweight,28,10,0,13,3,3,0,38
20381,Shawn Jordan,USA,33.0,Heavyweight,19,8,0,15,5,3,0,27
20382,Thomas Almeida,BRAZIL,26.0,Bantamweight,21,3,0,17,2,3,0,24
20383,Domingo Pilarte,USA,28.0,Bantamweight,7,1,0,2,0,3,0,8
20385,Diego Rivas,CHILE,26.0,Bantamweight,7,2,0,2,0,3,0,9
20388,Said Nurmagomedov,RUSSIA,26.0,Flyweight,11,1,0,2,0,3,0,12
20391,Jordan Johnson,USA,29.0,Light Heavyweight,9,0,0,2,0,3,0,9
20392,Devin Powell,USA,30.0,Lightweight,8,3,0,2,0,3,0,11
20393,Neal Ewing,USA,32.0,Middleweight,6,0,0,2,0,3,0,6
20394,Uros Jurisic,SLOVENIA,25.0,Welterweight,5,0,0,2,0,3,0,5
20395,Nick Osipczak,ENGLAND,33.0,Welterweight,5,3,0,2,0,3,0,8
20398,Daniel Spitz,USA,27.0,Heavyweight,6,2,0,2,1,3,0,8
20399,Rafael Viana,BRAZIL,33.0,Light Heavyweight,6,1,0,2,1,3,0,7
20400,Clinton Williams,USA,34.0,Light Heavyweight,7,4,0,2,1,3,0,11
20402,Heather Clark,USA,37.0,Women's Strawweight,7,6,0,2,1,3,0,13
20404,Andrei Manzolo,ESTONIA,33.0,Welterweight,8,3,0,2,3,3,0,11
20406,Leonardo Leite,BRAZIL,40.0,Middleweight,10,1,0,3,0,3,0,11
20407,Alejandra Lara,COLOMBIA,23.0,Women's Flyweight,7,1,0,3,0,3,0,8
20408,Bae Young Kwon,SOUTH KOREA,37.0,Featherweight,9,4,0,3,1,3,0,13
20409,Jordan Parsons,USA,27.0,Featherweight,11,2,0,3,1,3,0,13
20413,Alexis Dufresne,USA,27.0,Women's Featherweight,6,3,0,3,1,3,0,9
20415,Pablo Villaseca,CHILE,31.0,Lightweight,9,3,0,3,2,3,0,12
20416,Anton Zafir,AUSTRALIA,31.0,Welterweight,7,3,0,3,3,3,0,10
20418,Kevin Casey,USA,37.0,Middleweight,9,6,2,3,6,3,0,17
20420,A.J. McKee,USA,23.0,Featherweight,11,0,0,4,0,3,0,11
20421,Kurt Kinser,USA,30.0,Lightweight,8,1,0,4,0,3,0,9
20422,Nicholas Dalby,DENMARK,33.0,Welterweight,14,3,1,4,0,3,0,18
20423,Song Yadong,CHINA,23.0,Bantamweight,12,3,0,4,1,3,0,15
20424,Danilo Marques,BRAZIL,32.0,Light Heavyweight,7,2,0,4,1,3,0,9
20425,Benny Madrid,USA,37.0,Lightweight,8,3,0,4,1,3,0,11
20427,Ryan LaFlare,USA,34.0,Welterweight,14,2,0,4,1,3,0,16
20428,Sheldon Westcott,CANADA,33.0,Welterweight,9,3,1,4,1,3,0,13
20429,Ricky Musgrave,USA,34.0,Featherweight,14,5,0,4,2,3,0,19
20430,Brian Hall,USA,36.0,Flyweight,8,4,0,4,2,3,0,12
20431,Bubba Bush,USA,32.0,Middleweight,8,3,0,4,2,3,0,11
20432,Jared Rosholt,USA,31.0,Heavyweight,16,4,0,4,3,3,0,20
20433,Bobby Nash,USA,28.0,Welterweight,8,4,0,4,3,3,0,12
20435,Dominique Steele,USA,31.0,Welterweight,15,10,0,4,5,3,0,25
20437,Marion Reneau,USA,41.0,Women's Bantamweight,9,3,1,5,0,3,0,13
20438,Matheus Mattos,BRAZIL,26.0,Bantamweight,8,1,1,5,1,3,0,10
20439,Marcin Wrzosek,POLAND,30.0,Featherweight,13,4,0,5,1,3,0,17
20441,Mikhail Ragozin,RUSSIA,26.0,Middleweight,9,3,0,5,1,3,0,12
20442,Stuart Austin,ENGLAND,30.0,Heavyweight,9,3,0,5,2,3,0,12
20445,Allen Crowder,USA,28.0,Heavyweight,9,3,0,5,3,3,0,12
20446,Philipe Lins,BRAZIL,32.0,Light Heavyweight,10,3,0,5,3,3,0,13
20447,Dmitriy Sosnovskiy,RUSSIA,28.0,Heavyweight,11,0,0,6,0,3,0,11
20449,Pawel Pawlak,POLAND,29.0,Welterweight,11,2,0,6,0,3,0,13
20450,Leon Edwards,ENGLAND,26.0,Welterweight,16,3,0,6,0,3,0,19
20451,Mirsad Bektic,BOSNIA & HERZEGOVINA,27.0,Featherweight,13,1,0,6,1,3,0,14
20452,Damir Hadzovic,BOSNIA & HERZEGOVINA,31.0,Lightweight,11,4,0,6,1,3,0,15
20453,John Hathaway,ENGLAND,30.0,Welterweight,17,2,0,6,1,3,0,19
20455,Estevan Payan,USA,36.0,Lightweight,16,10,0,6,6,3,0,26
20456,Stefano Paterno,ITALY,22.0,Welterweight,11,2,1,7,0,3,0,14
20457,TJ Dillashaw,USA,32.0,Bantamweight,15,3,0,7,1,3,0,18
20458,John Castaneda,USA,26.0,Bantamweight,14,2,0,7,1,3,0,16
20459,Kassius Holdorf,USA,31.0,Welterweight,10,5,0,7,1,3,0,15
20461,Antonio Carvalho,CANADA,39.0,Featherweight,15,6,0,7,3,3,0,21
20464,Danny Martinez,USA,33.0,Flyweight,17,9,0,8,0,3,0,26
20465,Michael Page,ENGLAND,31.0,Welterweight,13,0,0,8,0,3,0,13
20466,Shane Del Rosario,USA,34.0,Heavyweight,11,2,0,8,2,3,0,13
20467,Cody East,USA,29.0,Heavyweight,13,3,0,8,3,3,0,16
20468,Lyman Good,USA,33.0,Welterweight,19,4,0,9,0,3,0,23
20469,Carls John de Tomas,PHILIPPINES,21.0,Bantamweight,6,2,0,0,0,3,1,8
20470,Emily Ducote,USA,24.0,Women's Flyweight,6,4,0,0,0,3,1,10
20471,Randa Markos,CANADA,32.0,Women's Strawweight,8,5,0,0,0,3,1,13
20474,James Lee,USA,44.0,Light Heavyweight,3,2,0,0,1,3,1,5
20476,Jenny Huang,TAIWAN,27.0,Women's Atomweight,5,2,0,0,1,3,1,7
20478,Leonardo Pecanha,BRAZIL,35.0,Middleweight,3,6,0,0,3,3,1,9
20479,Kikuyo Ishikawa,JAPAN,34.0,Atomweight,9,4,0,1,0,3,1,13
20481,Dan O'Connor,USA,35.0,Flyweight,4,2,0,1,0,3,1,6
20484,Wuliji Buren,CHINA,29.0,Bantamweight,8,4,0,1,1,3,1,12
20488,Raquel Pennington,USA,29.0,Women's Bantamweight,9,6,0,1,1,3,1,15
20490,Matthew Lozano,USA,29.0,Flyweight,4,5,0,1,2,3,1,9
20491,John Cofer,USA,34.0,Lightweight,7,3,0,1,2,3,1,10
20492,Patrick Trey Smith,USA,54.0,Open Weight,4,3,0,1,2,3,1,7
20494,Alexander Gustafsson,SWEDEN,31.0,Light Heavyweight,18,4,0,11,1,3,1,22
20495,Amanda Nunes,BRAZIL,30.0,Women's Bantamweight,16,4,0,11,2,3,1,20
20496,Katsunori Kikuno,JAPAN,36.0,Featherweight,22,8,2,11,3,3,1,32
20498,Cheick Kongo,FRANCE,43.0,Heavyweight,28,10,2,14,3,3,1,40
20499,Frank Camacho,USA,29.0,Welterweight,21,6,0,15,3,3,1,27
20500,Andrei Arlovski,BELARUS,39.0,Heavyweight,27,16,0,17,10,3,1,43
20501,Sam Alvey,USA,32.0,Light Heavyweight,33,10,0,19,1,3,1,43
20502,Bruno Gustavo,BRAZIL,28.0,Flyweight,8,2,0,2,0,3,1,10
20504,Chris Kelades,CANADA,37.0,Bantamweight,10,3,0,2,0,3,1,13
20505,Tyler Shinn,USA,31.0,Bantamweight,8,5,0,2,0,3,1,13
20506,Freddy Assuncao,USA,33.0,Lightweight,10,1,0,2,0,3,1,11
20508,Karl Roberson,USA,27.0,Middleweight,6,1,0,2,0,3,1,7
20509,Albert Morales,USA,27.0,Bantamweight,7,4,1,2,1,3,1,12
20510,Sidemar Honorio,BRAZIL,38.0,Flyweight,10,6,0,2,1,3,1,16
20511,Abdiel Velazquez,USA,24.0,Flyweight,7,4,0,2,1,3,1,11
20512,Bruno Silva,BRAZIL,28.0,Flyweight,8,3,2,2,1,3,1,13
20514,Tyler Hill,USA,26.0,Welterweight,6,2,0,2,1,3,1,8
20516,Jeremy Larsen,USA,32.0,Featherweight,8,5,0,2,3,3,1,13
20517,Chris Dempsey,USA,30.0,Middleweight,11,6,0,2,5,3,1,17
20518,Ricky Bandejas,USA,26.0,Bantamweight,10,1,0,3,0,3,1,11
20519,Nick LoBosco,USA,33.0,Featherweight,8,1,0,3,0,3,1,9
20520,Daniel Teymur,SWEDEN,30.0,Featherweight,6,2,0,3,0,3,1,8
20521,Jared Vanderaa,USA,26.0,Heavyweight,6,3,0,3,0,3,1,9
20522,Jose Rodriguez,CANADA,32.0,Lightweight,7,4,0,3,0,3,1,11
20524,Cortney Casey,USA,31.0,Women's Strawweight,7,6,0,3,0,3,1,13
20525,Sergio Pettis,USA,24.0,Flyweight,17,3,0,3,1,3,1,20
20526,Andreas Spang,SWEDEN,39.0,Middleweight,9,3,0,3,1,3,1,12
20528,Luis Dutra Jr.,BRAZIL,36.0,Welterweight,11,2,1,3,1,3,1,14
20529,Julianna Pena,USA,28.0,Women's Bantamweight,8,3,0,3,1,3,1,11
20530,Cindy Dandois,BELGIUM,33.0,Women's Bantamweight,9,3,0,3,1,3,1,12
20532,Edward Kelly,PHILIPPINES,34.0,Featherweight,8,4,0,3,2,3,1,12
20534,Luiz Dutra,BRAZIL,36.0,Welterweight,11,4,1,3,2,3,1,16
20535,Jamie Yager,USA,34.0,Welterweight,8,4,0,3,2,3,1,12
20536,Michal Pasternak,POLAND,34.0,Middleweight,12,3,0,4,0,3,1,15
20537,James Moontasri,USA,30.0,Welterweight,9,5,0,4,0,3,1,14
20539,Chico Camus,USA,33.0,Bantamweight,17,8,0,4,1,3,1,25
20543,Sabah Fadai,CANADA,32.0,Lightweight,7,3,0,4,1,3,1,10
20544,Thiago Goncalves,BRAZIL,37.0,Welterweight,18,5,0,4,1,3,1,23
20545,Ian McCall,USA,33.0,Bantamweight,13,7,1,4,2,3,1,21
20547,Patrick Williams,USA,36.0,Bantamweight,8,6,0,4,3,3,1,14
20548,Cyril Asker,FRANCE,32.0,Heavyweight,9,4,0,4,3,3,1,13
20551,Anderson Goncalves,BRAZIL,31.0,Middleweight,11,1,0,5,0,3,1,12
20552,Randy Brown,JAMAICA,27.0,Welterweight,10,2,0,5,0,3,1,12
20553,Cat Zingano,USA,35.0,Women's Bantamweight,9,3,0,5,0,3,1,12
20555,Jake Collier,USA,29.0,Light Heavyweight,11,4,0,5,2,3,1,15
20556,Shamar Bailey,USA,35.0,Lightweight,15,10,0,5,5,3,1,25
20557,Filip Pejic,CROATIA,25.0,Bantamweight,10,2,2,6,1,3,1,14
20558,Raphael Butler,USA,34.0,Heavyweight,9,2,1,6,1,3,1,12
20560,Smealinho Rama,ALBANIA,26.0,Light Heavyweight,10,4,0,6,2,3,1,14
20561,Rodney Wallace,USA,36.0,Light Heavyweight,25,12,1,6,5,3,1,38
20562,Martin Nguyen,AUSTRALIA,29.0,Bantamweight,11,2,0,7,0,3,1,13
20563,Kelvin Gastelum,USA,26.0,Middleweight,15,3,0,7,0,3,1,18
20564,Niko Price,USA,28.0,Welterweight,11,1,0,7,0,3,1,12
20565,Mark Dickman,USA,33.0,Featherweight,11,4,0,7,1,3,1,15
20566,Alexis Vila,USA,47.0,Flyweight,15,7,0,7,1,3,1,22
20569,Dustin Ortiz,USA,29.0,Flyweight,18,7,0,8,0,3,1,25
20570,Eric Wisely,USA,33.0,Lightweight,22,9,0,8,0,3,1,31
20571,Mehdi Baghdad,FRANCE,33.0,Lightweight,11,5,0,8,2,3,1,16
20572,Mike Swick,USA,39.0,Welterweight,15,6,0,8,2,3,1,21
20574,Marc Stevens,USA,33.0,Welterweight,21,11,0,9,3,3,1,32
20575,Bob Sapp,USA,45.0,Heavyweight,11,19,0,8,9,3,10,30
20581,Karine Gevorgyan,ARMENIA,29.0,Women's Flyweight,3,3,0,0,1,3,2,6
20583,Aaron Johnson,USA,32.0,Light Heavyweight,3,8,0,0,5,3,2,11
20587,Dan Hornbuckle,USA,37.0,Welterweight,7,8,0,1,0,3,2,15
20589,Shino VanHoose,USA,23.0,Women's Atomweight,6,5,0,1,0,3,2,11
20590,Amy Montenegro,USA,34.0,Women's Strawweight,8,4,0,1,0,3,2,12
20595,Fiona Muxlow,AUSTRALIA,41.0,Women's Featherweight,6,3,0,1,1,3,2,9
20598,Kazuo Misaki,JAPAN,42.0,Welterweight,9,11,1,1,3,3,2,21
20600,Jack Hermansson,NORWAY,30.0,Middleweight,17,4,0,11,1,3,2,21
20602,David Loiseau,CANADA,38.0,Light Heavyweight,23,11,0,15,2,3,2,34
20603,Dave Huckaba,USA,44.0,Heavyweight,22,8,0,18,4,3,2,30
20604,Vitor Belfort,BRAZIL,41.0,Middleweight,26,14,0,18,7,3,2,40
20605,Cassie Rodish,USA,38.0,Atomweight,5,4,0,2,0,3,2,9
20607,Stephen Beaumont,CANADA,33.0,Lightweight,8,2,0,2,0,3,2,10
20608,Mark Drummond,CANADA,32.0,Welterweight,7,3,0,2,0,3,2,10
20609,Annalisa Bucci,ITALY,35.0,Women's Featherweight,7,4,0,2,0,3,2,11
20612,Jarred Mercado,USA,33.0,Featherweight,13,4,0,2,1,3,2,17
20613,Andy Ogle,ENGLAND,29.0,Featherweight,9,6,0,2,1,3,2,15
20614,Nick Urso,USA,32.0,Flyweight,10,4,0,2,1,3,2,14
20617,Nate Jolly,USA,35.0,Lightweight,13,7,0,2,2,3,2,20
20622,Alexander Volkov,RUSSIA,29.0,Heavyweight,30,6,0,20,1,3,2,36
20623,Clifford Starks,USA,37.0,Middleweight,13,5,0,3,1,3,2,18
20624,Nick Catone,USA,36.0,Middleweight,10,4,0,3,1,3,2,14
20628,Andre Winner,ENGLAND,36.0,Lightweight,21,10,2,4,0,3,2,33
20629,Sage Northcutt,USA,22.0,Welterweight,10,2,0,4,0,3,2,12
20631,Cody Walker,USA,30.0,Featherweight,7,5,0,4,1,3,2,12
20633,James Head,USA,34.0,Welterweight,9,4,0,4,1,3,2,13
20634,Junior Maranhao,BRAZIL,24.0,Bantamweight,9,4,0,5,0,3,2,13
20635,Dashon Johnson,USA,30.0,Featherweight,9,2,0,5,0,3,2,11
20636,Manel Kape,PORTUGAL,24.0,Flyweight,9,3,0,5,0,3,2,12
20637,Roman Salazar,USA,30.0,Bantamweight,12,6,0,5,1,3,2,18
20638,Bubba Jenkins,USA,30.0,Featherweight,12,4,0,5,2,3,2,16
20639,Scott Clist,ENGLAND,39.0,Lightweight,9,4,0,6,0,3,2,13
20640,Will Campuzano,USA,32.0,Flyweight,12,6,0,6,1,3,2,18
20641,Lenny Wheeler,CANADA,31.0,Featherweight,9,4,0,6,2,3,2,13
20642,CB Dollaway,USA,34.0,Middleweight,17,8,0,6,4,3,2,25
20644,Andre Fili,USA,28.0,Featherweight,18,5,0,8,2,3,2,23
20645,Nathaniel Wood,ENGLAND,25.0,Bantamweight,14,3,0,9,1,3,2,17
20646,Siala-Mou Siliga,USA,47.0,Heavyweight,12,5,0,9,2,3,2,17
20647,Kazuki Tokudome,JAPAN,31.0,Lightweight,18,8,1,9,4,3,2,27
20653,Junie Browning,USA,33.0,Lightweight,4,5,0,1,2,3,3,9
20654,Jaime Jara,USA,48.0,Middleweight,4,13,0,1,5,3,3,17
20655,Brett Oteri,USA,41.0,Welterweight,6,8,0,1,5,3,3,14
20656,Patrick Cote,CANADA,38.0,Welterweight,23,11,0,10,2,3,3,34
20657,Marcos Rogerio de Lima,BRAZIL,33.0,Light Heavyweight,15,5,1,11,1,3,3,21
20658,Mike Bronzoulis,USA,39.0,Lightweight,18,9,1,11,1,3,3,28
20659,James Irvin,USA,39.0,Light Heavyweight,17,10,0,12,5,3,3,27
20661,Bharat Khandare,INDIA,29.0,Bantamweight,5,3,0,2,0,3,3,8
20662,Corey Hill,USA,39.0,Welterweight,6,9,0,2,3,3,3,15
20663,Guido Cannetti,ARGENTINA,38.0,Bantamweight,8,3,0,3,0,3,3,11
20667,Mike Rhodes,USA,28.0,Middleweight,10,6,0,4,0,3,3,16
20669,Alvaro Herrera,MEXICO,28.0,Lightweight,9,5,0,5,2,3,3,14
20670,Terrion Ware,USA,32.0,Bantamweight,17,8,0,6,0,3,3,25
20671,Brendan Barrett,USA,36.0,Heavyweight,10,8,1,6,2,3,3,19
20672,Eric Prindle,USA,41.0,Heavyweight,11,9,0,6,4,3,3,20
20673,Chris Gruetzemacher,USA,32.0,Lightweight,14,3,0,7,0,3,3,17
20675,Kevin Belingon,PHILIPPINES,30.0,Bantamweight,18,5,0,8,0,3,3,23
20677,Baga Agaev,RUSSIA,33.0,Heavyweight,4,8,0,1,3,3,4,12
20678,Wendell Oliveira,BRAZIL,35.0,Welterweight,24,9,0,11,4,3,4,33
20679,Dylan Andrews,NEW ZEALAND,38.0,Middleweight,17,7,0,12,3,3,4,24
20680,Frank Trigg,USA,46.0,Middleweight,22,9,0,12,4,3,4,31
20681,Scott Smith,USA,39.0,Welterweight,18,11,0,15,5,3,4,29
20682,John Phillips,WALES,33.0,Middleweight,21,7,0,18,2,3,4,28
20684,Konstantin Gluhov,LATVIA,38.0,Heavyweight,29,16,0,21,4,3,4,45
20685,Colleen Schneider,USA,36.0,Women's Flyweight,11,8,0,4,1,3,4,19
20686,Dennis Bermudez,USA,31.0,Featherweight,16,8,0,4,2,3,4,24
20687,Jake Heun,USA,30.0,Heavyweight,11,7,0,4,2,3,4,18
20689,Abe Wagner,USA,38.0,Heavyweight,10,8,0,6,3,3,4,18
20690,Neil Magny,USA,30.0,Welterweight,21,6,0,7,1,3,4,27
20691,Brandon Thatch,USA,32.0,Welterweight,11,5,0,8,0,3,4,16
20692,Tim Boetsch,USA,37.0,Middleweight,21,12,0,13,4,3,5,33
20693,Darren Mima,USA,34.0,Flyweight,10,5,0,3,0,3,5,15
20694,Lipeng Zhang,CHINA,28.0,Lightweight,10,9,1,3,0,3,5,20
20695,John Albert,USA,31.0,Bantamweight,7,5,0,4,0,3,5,12
20696,Waylon Lowe,USA,36.0,Featherweight,16,7,0,7,2,3,5,23
20700,Julie Kedzie,USA,37.0,Women's Bantamweight,16,13,0,3,0,3,7,29
20701,Justin Baesman,USA,37.0,Welterweight,19,15,1,5,4,3,7,35
20702,Jonathan Gary,USA,33.0,Lightweight,12,9,2,7,2,3,7,23
20703,Ryan Roberts,USA,39.0,Featherweight,21,12,1,8,1,3,7,34
20704,Chris Culley,USA,32.0,Featherweight,20,15,0,7,2,3,8,35
20705,Jeff Monson,USA,47.0,Heavyweight,50,22,1,3,8,30,4,73
20706,Dennis Hallman,USA,42.0,Middleweight,53,19,2,5,10,39,0,74
20708,Herbert Burns,BRAZIL,30.0,Featherweight,6,2,0,0,0,4,0,8
20710,Kron Gracie,BRAZIL,29.0,Featherweight,4,0,0,0,0,4,0,4
20712,Cameron Diffley,USA,33.0,Welterweight,4,0,0,0,0,4,0,4
20713,Mickey Gall,USA,26.0,Welterweight,4,1,0,0,0,4,0,5
20714,Marina Mokhnatkina,RUSSIA,30.0,Women's Bantamweight,4,1,0,0,0,4,0,5
20715,Gillian Robertson,CANADA,23.0,Women's Flyweight,5,2,0,0,0,4,0,7
20717,Mackenzie Dern,USA,25.0,Women's Strawweight,7,0,0,0,0,4,0,7
20718,Ashley Yoder,USA,30.0,Women's Strawweight,5,4,0,0,0,4,0,9
20722,Talita Bernardo,BRAZIL,31.0,Women's Bantamweight,5,3,0,0,1,4,0,8
20723,James Gray,USA,30.0,Bantamweight,4,2,0,0,2,4,0,6
20725,Igor Gracie,BRAZIL,38.0,Welterweight,5,4,0,0,2,4,0,9
20726,Andrew Parker,USA,31.0,Welterweight,6,2,0,0,2,4,0,8
20731,Salahdine Parnasse,FRANCE,20.0,Featherweight,11,0,1,1,0,4,0,12
20733,Kendrick Miree,USA,35.0,Light Heavyweight,5,2,0,1,0,4,0,7
20734,Krasimir Mladenov,BULGARIA,32.0,Middleweight,12,1,0,1,0,4,0,13
20735,Lance Benoist,USA,29.0,Welterweight,7,2,0,1,0,4,0,9
20737,Felice Herrig,USA,33.0,Women's Strawweight,14,7,0,1,0,4,0,21
20740,Augusto Mendes,BRAZIL,35.0,Bantamweight,6,2,0,1,1,4,0,8
20741,Patrick Ybarra,USA,28.0,Featherweight,7,1,0,1,1,4,0,8
20743,Anton Berzin,USA,28.0,Light Heavyweight,5,2,0,1,1,4,0,7
20745,Marcelo Nunes,USA,29.0,Middleweight,5,1,0,1,1,4,0,6
20746,Felipe Portela,USA,30.0,Welterweight,8,2,0,1,1,4,0,10
20747,Oliver Enkamp,SWEDEN,26.0,Welterweight,7,2,0,1,1,4,0,9
20749,J.C. Llamas,USA,33.0,Welterweight,8,7,0,1,1,4,0,15
20750,Matt Hobar,USA,31.0,Bantamweight,9,3,0,1,2,4,0,12
20752,Bec Rawlings,AUSTRALIA,29.0,Women's Flyweight,7,8,0,1,2,4,0,15
20753,Bruno Pucci,BRAZIL,27.0,Featherweight,5,3,0,1,3,4,0,8
20754,Akihiro Gono,JAPAN,43.0,Welterweight,9,10,2,1,5,4,0,21
20755,Lucas Martins,BRAZIL,29.0,Featherweight,16,3,0,10,2,4,0,19
20756,Ciro Rodrigues,BRAZIL,29.0,Welterweight,21,7,0,13,1,4,0,28
20757,Tim Hague,CANADA,35.0,Heavyweight,21,13,0,15,8,4,0,34
20759,Jason Fischer,USA,35.0,Featherweight,6,3,0,2,0,4,0,9
20761,Brent Primus,USA,33.0,Lightweight,8,0,0,2,0,4,0,8
20762,Anthony Hernandez,USA,34.0,Middleweight,7,0,0,2,0,4,0,7
20763,Diego Henrique da Silva,BRAZIL,31.0,Welterweight,6,3,0,2,0,4,0,9
20764,Ketlen Vieira,BRAZIL,26.0,Women's Bantamweight,10,0,0,2,0,4,0,10
20765,Reina Miura,JAPAN,21.0,Women's Featherweight,9,1,0,2,0,4,0,10
20768,David Terrell,USA,40.0,Middleweight,6,2,0,2,1,4,0,8
20770,Marcio Cruz,BRAZIL,40.0,Light Heavyweight,8,3,0,2,2,4,0,11
20771,Henry Martinez,USA,34.0,Lightweight,9,4,0,2,2,4,0,13
20774,Jonatan Westin,SWEDEN,28.0,Welterweight,7,2,0,2,2,4,0,9
20775,Tra Telligman,USA,53.0,Heavyweight,7,5,1,2,4,4,0,13
20776,Dan Ige,USA,26.0,Featherweight,9,2,0,3,0,4,0,11
20778,Tom Murphy,USA,43.0,Light Heavyweight,8,0,0,3,0,4,0,8
20779,Markus Perez,BRAZIL,28.0,Middleweight,10,1,0,3,0,4,0,11
20780,Carlo Pedersoli Jr.,USA,25.0,Welterweight,11,1,0,3,0,4,0,12
20783,Steve Cantwell,USA,31.0,Middleweight,7,6,0,3,1,4,0,13
20786,Christian Morecraft,USA,31.0,Heavyweight,7,3,0,3,3,4,0,10
20787,Luis Henrique,BRAZIL,24.0,Heavyweight,10,4,0,3,3,4,0,14
20788,Zorobabel Moreira,BRAZIL,35.0,Lightweight,8,3,0,3,3,4,0,11
20789,Roy Jones,USA,32.0,Middleweight,7,5,0,3,4,4,0,12
20790,Cezar Ferreira,BRAZIL,33.0,Middleweight,13,6,0,3,4,4,0,19
20791,Enrique Barzola,PERU,29.0,Featherweight,15,3,1,4,0,4,0,19
20792,Gavin Tucker,CANADA,32.0,Featherweight,10,1,0,4,0,4,0,11
20794,Aleksander Doskalchuk,UKRAINE,28.0,Flyweight,9,1,0,4,0,4,0,10
20795,Mateusz Gamrot,POLAND,27.0,Lightweight,14,0,0,4,0,4,0,14
20796,Koji Ando,JAPAN,33.0,Lightweight,12,6,2,4,0,4,0,20
20797,Shane Burgos,USA,27.0,Featherweight,10,1,0,4,1,4,0,11
20798,Niklas Backstrom,SWEDEN,28.0,Featherweight,11,3,0,4,1,4,0,14
20799,Matheus Nicolau,BRAZIL,25.0,Flyweight,13,1,1,4,1,4,0,15
20800,Vitaly Bigdash,RUSSIA,33.0,Middleweight,9,2,0,4,1,4,0,11
20802,Luis Ramos,BRAZIL,37.0,Welterweight,20,8,2,4,3,4,0,30
20804,Arnold Allen,ENGLAND,24.0,Featherweight,13,1,0,5,0,4,0,14
20807,Shane Young,NEW ZEALAND,24.0,Featherweight,12,4,0,6,0,4,0,16
20808,Justin Wren,USA,31.0,Heavyweight,13,2,0,6,1,4,0,15
20809,Chris Weidman,USA,34.0,Middleweight,14,3,0,6,3,4,0,17
20810,Francis Ngannou,CAMEROON,31.0,Heavyweight,11,2,0,7,0,4,0,13
20811,Abdul-Aziz Abdulvakhabov,RUSSIA,29.0,Lightweight,15,1,0,7,0,4,0,16
20812,Frankie Edgar,USA,36.0,Featherweight,23,6,1,7,1,4,0,30
20813,Tyron Woodley,USA,36.0,Welterweight,18,3,1,7,1,4,0,22
20815,Joe Ellenberger,USA,33.0,Lightweight,15,2,0,8,1,4,0,17
20817,Sean Strickland,USA,27.0,Welterweight,19,3,0,8,1,4,0,22
20818,Alex Reyes,USA,31.0,Welterweight,12,3,0,8,2,4,0,15
