,fighter,country,age,weightClass,wins,loses,draws,tko wins,tko lose,subs win,subs lose,total
19794,Taichi Nakajima,JAPAN,29.0,Bantamweight,9,5,1,1,0,2,0,15
19795,Eli Tamez,USA,32.0,Bantamweight,10,0,0,1,0,2,0,10
19797,Brad Katona,CANADA,26.0,Featherweight,6,0,0,1,0,2,0,6
19799,Maurice Greene,USA,31.0,Heavyweight,4,2,0,1,0,2,0,6
19800,Khadis Ibragimov,RUSSIA,23.0,Light Heavyweight,4,0,0,1,0,2,0,4
19801,Richie Smullen,IRELAND,26.0,Lightweight,3,0,1,1,0,2,0,4
19802,Ailton Barbosa,USA,41.0,Welterweight,3,2,0,1,0,2,0,5
19804,Barb Honchak,USA,38.0,Women's Flyweight,10,3,0,1,0,2,0,13
19805,Tina Lahdemaki,FINLAND,30.0,Women's Strawweight,5,1,0,1,0,2,0,6
19806,Maycee Barber,USA,20.0,Women's Strawweight,4,0,0,1,0,2,0,4
19808,Nolan Ticman,USA,30.0,Flyweight,4,3,0,1,1,2,0,7
19812,Brendan O'Reilly,AUSTRALIA,31.0,Lightweight,6,3,0,1,1,2,0,9
19813,E.J. Brooks,USA,32.0,Welterweight,11,5,0,1,1,2,0,16
19815,Vernon Ramos,PANAMA,26.0,Welterweight,3,1,0,1,1,2,0,4
19816,Jordan Smith,USA,33.0,Welterweight,4,6,1,1,1,2,0,11
19817,Reese Andy,USA,45.0,Light Heavyweight,7,3,0,1,2,2,0,10
19818,Marcelo Guimaraes,BRAZIL,35.0,Middleweight,9,2,1,1,2,2,0,12
19819,Jinh Yu Frey,USA,33.0,Women's Atomweight,6,3,0,1,2,2,0,9
19820,Tony DeSouza,PERU,43.0,Welterweight,4,3,0,1,3,2,0,7
19822,Scott Askham,ENGLAND,28.0,Middleweight,16,4,0,10,0,2,0,20
19823,Darren Till,ENGLAND,25.0,Welterweight,17,0,1,10,0,2,0,18
19824,Gian Villante,USA,33.0,Light Heavyweight,16,10,0,10,4,2,0,26
19825,Antonio Silva,BRAZIL,38.0,Heavyweight,19,12,1,15,10,2,0,32
19826,Aaron Chalmers,ENGLAND,31.0,Catchweight,4,0,0,2,0,2,0,4
19827,Kyle Bochniak,USA,31.0,Featherweight,8,3,0,2,0,2,0,11
19829,Ryan Hall,USA,33.0,Featherweight,6,1,0,2,0,2,0,7
19830,Michael Trizano,USA,26.0,Lightweight,6,0,0,2,0,2,0,6
19832,Keith Berish,USA,32.0,Middleweight,5,1,0,2,0,2,0,6
19833,Adam Khaliev,RUSSIA,34.0,Middleweight,7,0,0,2,0,2,0,7
19834,Jeremiah Wells,USA,31.0,Welterweight,5,1,1,2,0,2,0,7
19836,Kyra Batara,USA,23.0,Women's Atomweight,6,4,0,2,0,2,0,10
19837,Lucie Pudilova,CZECH REPUBLIC,24.0,Women's Bantamweight,8,2,0,2,0,2,0,10
19838,Sarah Moras,CANADA,30.0,Women's Bantamweight,5,3,0,2,0,2,0,8
19839,Jessica-Rose Clark,AUSTRALIA,30.0,Women's Flyweight,9,5,0,2,0,2,0,14
19840,Cynthia Calvillo,USA,30.0,Women's Strawweight,6,1,0,2,0,2,0,7
19842,Bentley Syler,BOLIVIA,35.0,Flyweight,5,1,0,2,1,2,0,6
19843,Senzo Ikeda,JAPAN,35.0,Flyweight,12,6,1,2,1,2,0,19
19844,Alex Huddleston,USA,31.0,Heavyweight,6,2,0,2,1,2,0,8
19847,Fallon Fox,USA,42.0,Women's Bantamweight,4,1,0,2,1,2,0,5
19848,DeAnna Bennett,USA,33.0,Women's Flyweight,9,3,1,2,1,2,0,13
19850,Chris Indich,AUSTRALIA,31.0,Welterweight,5,3,0,2,2,2,0,8
19852,Benito Lopez,USA,24.0,Bantamweight,9,0,0,3,0,2,0,9
19854,Adrian Yanez,USA,24.0,Bantamweight,7,2,0,3,0,2,0,9
19856,Cory Sandhagen,USA,26.0,Featherweight,8,1,0,3,0,2,0,9
19857,Levi Mowles,USA,23.0,Featherweight,7,2,0,3,0,2,0,9
19859,Max Mustaki,USA,30.0,Lightweight,6,2,0,3,0,2,0,8
19860,Scott Holtzman,USA,34.0,Lightweight,11,2,0,3,0,2,0,13
19861,Jorgen Kruth,SWEDEN,44.0,Middleweight,5,0,0,3,0,2,0,5
19862,Ricardo Abreu,BRAZIL,34.0,Middleweight,5,1,0,3,0,2,0,6
19863,Kyle Stewart,USA,29.0,Welterweight,8,0,0,3,0,2,0,8
19864,Simona Soukupova,ENGLAND,41.0,Women's Atomweight,5,5,1,3,0,2,0,11
19865,Minna Grusander,FINLAND,29.0,Women's Atomweight,6,1,0,3,0,2,0,7
19867,Amanda Ribas,BRAZIL,24.0,Strawweight,6,1,0,3,1,2,0,7
19868,Josh Janousek,USA,37.0,Middleweight,8,1,0,3,1,2,0,9
19869,Josh Hill,CANADA,31.0,Bantamweight,14,2,0,3,1,2,0,16
19870,Jeremy Kennedy,CANADA,25.0,Featherweight,11,1,0,3,1,2,0,12
19871,Louis Gaudinot,USA,33.0,Flyweight,8,4,0,3,1,2,0,12
19872,Jamie Alvarez,USA,30.0,Flyweight,7,1,0,3,1,2,0,8
19873,Chazz Walton,USA,28.0,Lightweight,5,1,0,3,1,2,0,6
19874,Michael Graves,USA,27.0,Welterweight,6,1,2,3,1,2,0,9
19875,Dominic Waters,USA,29.0,Welterweight,9,5,0,3,1,2,0,14
19876,LaRue Burley,USA,34.0,Welterweight,8,3,0,3,1,2,0,11
19878,Frankie Saenz,USA,37.0,Bantamweight,13,5,0,3,2,2,0,18
19879,Yair Rodriguez,MEXICO,25.0,Featherweight,10,2,0,3,2,2,0,12
19880,Chris de la Rocha,USA,39.0,Heavyweight,5,2,0,3,2,2,0,7
19881,Roger Narvaez,USA,34.0,Middleweight,7,2,0,3,2,2,0,9
19883,Jason Jackson,USA,27.0,Welterweight,7,3,0,3,2,2,0,10
19885,Timur Valiev,RUSSIA,28.0,Featherweight,13,2,0,4,0,2,0,15
19886,Asuka Mikami,JAPAN,33.0,Flyweight,13,3,2,4,0,2,0,18
19887,Jose Torres,USA,25.0,Flyweight,8,0,0,4,0,2,0,8
19888,Chi Lewis-Parry,ENGLAND,34.0,Heavyweight,6,0,0,4,0,2,0,6
19889,Alexander Hernandez,USA,25.0,Lightweight,9,1,0,4,0,2,0,10
19890,Tom DeBlass,USA,36.0,Middleweight,9,2,0,4,0,2,0,11
19892,Viviane Pereira,BRAZIL,24.0,Women's Strawweight,13,2,0,4,0,2,0,15
19894,Mike Easton,USA,34.0,Bantamweight,13,5,0,4,1,2,0,18
19896,Jimmie Rivera,PUERTO RICO,28.0,Bantamweight,21,2,0,4,1,2,0,23
19897,Aiemann Zahabi,CANADA,30.0,Bantamweight,7,1,0,4,1,2,0,8
19898,Josh Emmett,USA,33.0,Featherweight,13,2,0,4,1,2,0,15
19901,Ruslan Magomedov,RUSSIA,31.0,Heavyweight,14,1,0,4,1,2,0,15
19902,Jan Jorgensen,USA,33.0,Heavyweight,8,1,0,4,1,2,0,9
19904,Cristiano Kaminishi,JAPAN,38.0,Light Heavyweight,8,3,0,4,1,2,0,11
19905,Alan Patrick,BRAZIL,34.0,Lightweight,15,1,0,4,1,2,0,16
19907,Michihiro Omigawa,JAPAN,42.0,Featherweight,14,14,1,4,2,2,0,29
19908,Juliano Coutinho,BRAZIL,39.0,Heavyweight,8,3,0,4,3,2,0,11
19910,Patrick Cummins,USA,37.0,Light Heavyweight,10,5,0,4,4,2,0,15
19912,Shannon Wiratchai,THAILAND,29.0,Lightweight,9,2,0,5,0,2,0,11
19913,Julian Marquez,USA,38.0,Middleweight,7,1,0,5,0,2,0,8
19914,Elias Theodorou,CANADA,30.0,Middleweight,15,2,0,5,0,2,0,17
19915,Agnieszka Niedzwiedz,POLAND,23.0,Women's Flyweight,10,1,0,5,0,2,0,11
19916,Rashid Yusupov,RUSSIA,26.0,Light Heavyweight,10,1,0,5,1,2,0,11
19919,Richard Odoms,USA,43.0,Heavyweight,13,4,0,5,2,2,0,17
19920,Brad Tavares,USA,30.0,Middleweight,17,4,0,5,2,2,0,21
19921,Irene Aldana,MEXICO,30.0,Women's Bantamweight,8,4,0,5,2,2,0,12
19922,Andrew Sanchez,USA,30.0,Middleweight,9,4,0,5,3,2,0,13
19923,Ryan Martinez,USA,30.0,Heavyweight,10,5,0,5,4,2,0,15
19925,Cody Stamann,USA,28.0,Bantamweight,17,1,0,6,0,2,0,18
19926,Dominick Reyes,USA,28.0,Light Heavyweight,9,0,0,6,0,2,0,9
19927,Chance Rencountre,USA,31.0,Welterweight,12,3,0,6,0,2,0,15
19929,Edwin Figueroa,USA,33.0,Bantamweight,9,5,0,6,1,2,0,14
19930,Adam Milstead,USA,30.0,Light Heavyweight,8,2,0,6,1,2,0,10
19931,Joey Gomez,USA,31.0,Lightweight,8,2,0,6,1,2,0,10
19932,Salim Touahri,POLAND,28.0,Welterweight,10,2,0,6,1,2,0,12
19933,Ariane Lipski,BRAZIL,24.0,Women's Flyweight,11,3,0,6,1,2,0,14
19934,Adilson Fernandes Ribeiro Jr.,BRAZIL,28.0,Featherweight,11,4,0,6,2,2,0,15
19935,Jared Cannonier,USA,34.0,Light Heavyweight,10,4,0,6,2,2,0,14
19936,Jared Gordon,USA,29.0,Lightweight,14,2,0,6,2,2,0,16
19937,Leandro Ataides,BRAZIL,31.0,Middleweight,11,3,0,6,2,2,0,14
19939,Tyson Griffin,USA,34.0,Lightweight,15,8,0,6,3,2,0,23
19940,Jay Silva,USA,37.0,Heavyweight,10,12,1,6,4,2,0,23
19941,Eduard Folayang,PHILIPPINES,33.0,Lightweight,19,6,0,6,4,2,0,25
19942,Dan Charles,USA,32.0,Heavyweight,10,6,1,6,6,2,0,17
19944,Joe Cason,USA,30.0,Light Heavyweight,9,1,0,7,1,2,0,10
19945,Max Griffin,USA,32.0,Welterweight,14,4,0,7,1,2,0,18
19947,Chad Mendes,USA,33.0,Featherweight,17,4,0,7,3,2,0,21
19948,Rashad Evans,USA,38.0,Light Heavyweight,19,8,1,7,3,2,0,28
19949,Roger Bowling,USA,35.0,Lightweight,11,5,0,7,4,2,0,16
19950,Azunna Anyanwu,USA,36.0,Heavyweight,14,5,0,8,2,2,0,19
19951,Keith Jardine,USA,42.0,Middleweight,17,11,2,8,6,2,0,30
19952,John Dodson,USA,33.0,Bantamweight,20,9,0,9,0,2,0,29
19956,Chris Lokteff,AUSTRALIA,31.0,Heavyweight,13,2,0,9,2,2,0,15
19957,Dong Hyun Kim,KOREA,36.0,Welterweight,22,4,1,9,3,2,0,27
19958,Brian Rogers,USA,34.0,Light Heavyweight,12,9,0,9,4,2,0,21
19964,Dan Molina,USA,34.0,Light Heavyweight,2,1,0,0,0,2,1,3
19974,Artemji Sitenkov,LITHUANIA,35.0,Flyweight,2,3,0,0,1,2,1,5
19989,Rachael Ostovich,USA,27.0,Women's Flyweight,4,3,0,0,2,2,1,7
19990,Stephanie Eggink,USA,29.0,Women's Strawweight,4,3,0,0,2,2,1,7
20001,Isaac Steele,USA,28.0,Welterweight,4,1,0,1,0,2,1,5
20002,Melvin Jordan,USA,42.0,Welterweight,5,2,0,1,0,2,1,7
20006,Karolina Kowalkiewicz,POLAND,32.0,Women's Strawweight,12,2,0,1,0,2,1,14
20009,Caio Machado,BRAZIL,25.0,Bantamweight,5,4,0,1,1,2,1,9
20010,Min Jong Song,SOUTH KOREA,26.0,Bantamweight,8,7,0,1,1,2,1,15
20015,Andrew Parker,USA,36.0,Welterweight,3,2,0,1,1,2,1,5
20016,Naho Sugiyama,JAPAN,40.0,Women's Atomweight,8,4,0,1,1,2,1,12
20019,Byron Bloodworth,USA,34.0,Bantamweight,6,3,0,1,2,2,1,9
20023,Fabio Leopoldo,BRAZIL,41.0,Middleweight,5,3,0,1,2,2,1,8
20024,Kenny Gaudreau,USA,30.0,Featherweight,4,5,0,1,3,2,1,9
20026,Ion Cutelaba,MOLDOVA,24.0,Light Heavyweight,13,3,0,10,0,2,1,16
20027,Josh Appelt,USA,35.0,Heavyweight,15,6,0,11,2,2,1,21
20029,Jared Hamman,USA,36.0,Middleweight,14,6,0,11,4,2,1,20
20030,Joey Beltran,USA,36.0,Light Heavyweight,17,15,0,12,5,2,1,32
20031,Kyoji Horiguchi,JAPAN,27.0,Bantamweight - Rizin (60 kg),24,2,0,13,0,2,1,26
20032,Norifumi Yamamoto,JAPAN,41.0,Bantamweight,18,6,0,13,1,2,1,24
20033,Jose Aldo,BRAZIL,31.0,Featherweight,26,4,0,14,3,2,1,30
20034,Travis Browne,USA,35.0,Heavyweight,18,7,1,14,4,2,1,26
20035,Jiri Prochazka,CZECH REPUBLIC,25.0,Light Heavyweight,20,3,1,16,2,2,1,24
20036,Leonardo Morales,NICARAGUA,25.0,Bantamweight,4,2,0,2,0,2,1,6
20037,Roldan Sangcha'an,PHILIPPINES,27.0,Flyweight,4,2,0,2,0,2,1,6
20038,Jesse McElligott,USA,28.0,Light Heavyweight,5,3,0,2,0,2,1,8
20040,Jake Hecht,USA,34.0,Welterweight,4,3,0,2,0,2,1,7
20041,Hiroko Yamanaka,JAPAN,39.0,Women's Featherweight,12,3,0,2,0,2,1,15
20043,Paul Cheng,TAIWAN,41.0,Heavyweight,5,2,0,2,1,2,1,7
20045,Arsen Faitovich,UKRAINE,24.0,Welterweight,4,2,0,2,1,2,1,6
20046,Marciea Allen,USA,36.0,Women's Bantamweight,7,2,0,2,1,2,1,9
20047,Rolando Dy,PHILIPPINES,26.0,Featherweight,9,7,0,2,2,2,1,16
20053,Brandon Davis,USA,28.0,Featherweight,9,4,0,3,0,2,1,13
20054,Patrick Walsh,USA,29.0,Heavyweight,9,2,0,3,0,2,1,11
20056,Filip Wolanski,POLAND,27.0,Lightweight,9,2,0,3,0,2,1,11
20057,Jason Langellier,USA,34.0,Lightweight,7,1,0,3,0,2,1,8
20060,Mark Eddiva,PHILIPPINES,32.0,Featherweight,6,3,0,3,1,2,1,9
20061,Daniel James,USA,36.0,Heavyweight,6,3,1,3,1,2,1,10
20062,Guto Inocente,BRAZIL,32.0,Light Heavyweight,6,4,0,3,1,2,1,10
20063,CJ Keith,USA,31.0,Lightweight,8,3,0,3,1,2,1,11
20064,Hee Seung Kim,SOUTH KOREA,30.0,Middleweight,6,2,0,3,1,2,1,8
20066,Nick Moghaddam,USA,35.0,Light Heavyweight,6,8,1,3,3,2,1,15
20067,Pavel Vitruk,UKRAINE,27.0,Bantamweight,14,3,0,4,0,2,1,17
20068,Ozzy Dugulubgov,USA,29.0,Lightweight,8,2,0,4,0,2,1,10
20069,Anthony Dizy,FRANCE,29.0,Lightweight,11,2,0,4,0,2,1,13
20070,Rena Kubota,JAPAN,26.0,Women's Atomweight,6,1,0,4,0,2,1,7
20071,Megan Anderson,AUSTRALIA,28.0,Women's Featherweight,8,3,0,4,0,2,1,11
20072,Nina Ansaroff,USA,32.0,Women's Strawweight,8,5,0,4,0,2,1,13
20073,Sai Wang,CHINA,32.0,Welterweight,7,5,1,4,1,2,1,13
20074,Laszlo Furko,HUNGARY,28.0,Welterweight,6,3,0,4,2,2,1,9
20076,Denis Goltsov,RUSSIA,27.0,Heavyweight,7,3,0,4,2,2,1,10
20077,Kyle Kingsbury,USA,36.0,Light Heavyweight,11,6,0,4,2,2,1,17
20079,Rich Attonito,USA,41.0,Welterweight,10,5,0,4,2,2,1,15
20080,Mostapha Al-Turk,ENGLAND,44.0,Heavyweight,6,6,0,4,3,2,1,12
20081,Bojan Mihajlovic,SERBIA,38.0,Light Heavyweight,10,6,0,4,3,2,1,16
20083,Vince Morales,USA,27.0,Bantamweight,7,1,0,5,0,2,1,8
20084,Felipe Efrain,BRAZIL,24.0,Flyweight,9,2,0,5,0,2,1,11
20086,Jorge de Oliveira,BRAZIL,38.0,Lightweight,7,2,0,5,0,2,1,9
20087,Jonathan Meunier,CANADA,30.0,Welterweight,8,1,0,5,0,2,1,9
20090,Steve Montgomery,USA,27.0,Middleweight,8,4,0,5,1,2,1,12
20091,Piotr Strus,POLAND,29.0,Middleweight,13,3,2,5,1,2,1,18
20092,Geoff Neal,USA,27.0,Welterweight,9,2,0,5,1,2,1,11
20093,Krzysztof Jotko,POLAND,28.0,Middleweight,19,4,0,5,2,2,1,23
20094,Vinicius Zani,BRAZIL,30.0,Bantamweight,11,5,0,5,3,2,1,16
20097,Jonathan Harris,USA,34.0,Lightweight,10,6,0,5,4,2,1,16
20098,Luke Sanders,USA,32.0,Bantamweight,12,2,0,6,1,2,1,14
20099,Robert Whiteford,SCOTLAND,35.0,Featherweight,15,4,0,6,1,2,1,19
20100,Austin Springer,USA,31.0,Featherweight,10,2,0,6,1,2,1,12
20102,Saparbeg Safarov,RUSSIA,31.0,Light Heavyweight,8,2,0,6,1,2,1,10
20103,Brian Davidson,USA,42.0,Featherweight,13,4,0,6,2,2,1,17
20104,Antoni Hardonk,NETHERLANDS,42.0,Heavyweight,8,6,0,6,2,2,1,14
20106,Khalid Taha,GERMANY,26.0,Bantamweight,11,1,0,7,0,2,1,12
20107,Michael Rodriguez,USA,29.0,Light Heavyweight,9,3,0,7,0,2,1,12
20109,Ben Reiter,USA,30.0,Middleweight,17,2,1,7,0,2,1,20
20110,Nate Quarry,USA,46.0,Middleweight,12,4,0,7,2,2,1,16
20111,Calvin Kattar,USA,30.0,Featherweight,18,3,0,8,0,2,1,21
20112,Ednaldo Oliveira,BRAZIL,34.0,Light Heavyweight,13,2,1,8,0,2,1,16
20113,Chris Curtis,USA,30.0,Welterweight,19,5,0,8,0,2,1,24
20114,Isao Kobayashi,JAPAN,29.0,Featherweight,18,4,4,8,1,2,1,26
20116,Ryan Jimmo,CANADA,36.0,Light Heavyweight,19,5,0,8,2,2,1,24
20117,Fernando Rodrigues Jr.,BRAZIL,31.0,Heavyweight,11,4,0,8,3,2,1,15
20118,Max Holloway,USA,26.0,Featherweight,19,3,0,9,0,2,1,22
20119,Bryan Barberena,USA,29.0,Welterweight,13,5,0,9,0,2,1,18
20122,Robert Washington,USA,35.0,Featherweight,19,11,0,10,5,2,2,30
20123,Phil Baroni,USA,42.0,Welterweight,15,18,0,10,7,2,2,33
20128,Wagner Silva,BRAZIL,31.0,Welterweight,3,2,0,0,0,2,2,5
20131,Gleidson DeJesus,USA,26.0,Bantamweight,7,3,0,0,1,2,2,10
20134,Pete Rogers Jr.,CANADA,42.0,Lightweight,2,3,0,0,1,2,2,5
20135,Ariel Sepulveda,USA,34.0,Middleweight,2,3,0,0,1,2,2,5
20140,Douglas Frey,USA,35.0,Featherweight,2,6,0,0,2,2,2,8
20145,Thomas Schulte,USA,37.0,Featherweight,2,8,0,0,3,2,2,10
20147,Aaron Rosa,USA,35.0,Light Heavyweight,4,5,0,0,3,2,2,9
20154,Tessa Simpson,USA,31.0,Women's Atomweight,5,3,0,1,0,2,2,8
20155,Zoila Frausto,USA,34.0,Women's Strawweight,12,5,0,1,0,2,2,17
20159,Barbara Acioly,BRAZIL,25.0,Women's Flyweight,4,3,0,1,1,2,2,7
20160,Robby Ostovich,USA,25.0,Lightweight,5,4,1,1,2,2,2,10
20161,Colton Smith,USA,30.0,Welterweight,7,5,0,1,2,2,2,12
20164,Tony Sims,USA,32.0,Lightweight,12,4,0,10,0,2,2,16
20165,Hyun Gyu Lim,KOREA,33.0,Welterweight,13,7,1,10,2,2,2,21
20166,Lyoto Machida,BRAZIL,40.0,Middleweight,24,8,0,10,3,2,2,32
20167,Muslim Salikhov,RUSSIA,34.0,Welterweight,14,2,0,11,0,2,2,16
20168,Virgil Zwicker,USA,36.0,Heavyweight,15,5,1,11,1,2,2,21
20169,Derrick Mehmen,USA,33.0,Heavyweight,19,9,0,11,2,2,2,28
20170,Elizeu Zaleski dos Santos,BRAZIL,31.0,Welterweight,19,5,0,13,0,2,2,24
20171,Jorge Masvidal,USA,33.0,Welterweight,32,13,0,13,1,2,2,45
20172,Greg Rebello,USA,36.0,Heavyweight,24,9,0,15,5,2,2,33
20173,Brett Cooper,USA,30.0,Welterweight,25,13,0,17,5,2,2,38
20174,Jenel Lausa,PHILIPPINES,29.0,Flyweight,7,5,0,2,0,2,2,12
20176,Paige VanZant,USA,24.0,Women's Flyweight,7,4,0,2,0,2,2,11
20177,Jeremy Mahon,USA,38.0,Featherweight,5,5,0,2,1,2,2,10
20180,Seo Hee Ham,SOUTH KOREA,31.0,Women's Atomweight,18,8,0,2,1,2,2,26
20181,Ann Osman,MALAYSIA,31.0,Women's Flyweight,5,4,0,2,1,2,2,9
20183,Rivaldo Junior,BRAZIL,34.0,Featherweight,15,8,2,2,2,2,2,25
20184,Derrick Brown,USA,28.0,Heavyweight,5,4,0,2,2,2,2,9
20185,Stephanie Frausto,USA,27.0,Lightweight,4,6,0,2,2,2,2,10
20187,Michelle Ould,USA,36.0,Women's Flyweight,7,4,0,2,2,2,2,11
20188,Xavier Siller,USA,24.0,Flyweight,5,5,0,2,3,2,2,10
20190,Thomas Webb,USA,35.0,Lightweight,12,4,0,3,0,2,2,16
20191,Maia Stevenson,USA,36.0,Women's Strawweight,6,5,0,3,1,2,2,11
20192,Pawel Nastula,POLAND,48.0,Heavyweight,5,6,0,3,3,2,2,11
20193,Ramsey Nijem,USA,30.0,Lightweight,9,7,0,3,4,2,2,16
20195,Katy Collins,USA,30.0,Women's Flyweight,7,5,0,4,0,2,2,12
20196,Artem Lobov,IRELAND,31.0,Featherweight,13,14,1,4,1,2,2,28
20198,Dejdamrong Sor Amnuaysirichoke,THAILAND,39.0,Strawweight,8,4,0,4,1,2,2,12
20199,Hector Sandoval,USA,31.0,Flyweight,14,4,0,4,2,2,2,18
20202,Joel Powell,CANADA,38.0,Welterweight,9,5,0,4,2,2,2,14
20205,Jason Lambert,USA,40.0,Middleweight,6,10,0,4,6,2,2,16
20206,James Brum,ENGLAND,31.0,Bantamweight,14,3,0,5,0,2,2,17
20208,Teodoras Aukstuolis,LITHUANIA,26.0,Open Weight,9,4,0,5,0,2,2,13
20209,Yusuke Yachi,JAPAN,28.0,Lightweight,20,6,0,5,1,2,2,26
20210,Papy Abedi,SWEDEN,39.0,Middleweight,9,3,0,5,1,2,2,12
20211,Shane Campbell,CANADA,30.0,Lightweight,12,6,0,5,2,2,2,18
20212,Doo Won Seo,SOUTH KOREA,36.0,Featherweight,10,8,0,5,4,2,2,18
20214,Liz Carmouche,USA,34.0,Women's Flyweight,11,6,0,6,0,2,2,17
20217,Jake O'Brien,USA,33.0,Catch Weight,13,4,0,7,2,2,2,17
20218,Mohamed Ali,EGYPT,36.0,Middleweight,11,11,0,7,5,2,2,22
20219,Clay Collard,USA,25.0,Featherweight,14,7,0,8,1,2,2,21
20220,Sabah Homasi,USA,29.0,Welterweight,11,8,0,8,5,2,2,19
20221,Mark Godbeer,ENGLAND,34.0,Heavyweight,13,4,0,9,2,2,2,17
20222,Igor Vovchanchyn,UKRAINE,44.0,Middleweight,17,8,0,9,3,2,2,25
20226,Elijah Harshbarger,USA,36.0,Welterweight,4,3,0,0,0,2,3,7
20237,Adam Lorenz,CANADA,33.0,Featherweight,7,4,0,1,0,2,3,11
20240,David Heath,USA,41.0,Light Heavyweight,4,7,0,1,1,2,3,11
20241,Alessio Sakara,ITALY,36.0,Light Heavyweight,19,12,0,13,5,2,3,31
20242,Jorge Rivera,USA,46.0,Middleweight,20,9,0,14,5,2,3,29
20243,Luis Palomino,PERU,37.0,Featherweight,26,15,0,15,5,2,3,41
20244,Jeremy Stephens,USA,32.0,Featherweight,28,14,0,19,1,2,3,42
20246,Joe Pingitore,USA,27.0,Featherweight,7,3,1,2,0,2,3,11
20248,Alex Chambers,AUSTRALIA,39.0,Women's Strawweight,5,4,0,2,0,2,3,9
20250,Rashaun Spencer,USA,28.0,Middleweight,4,10,0,2,1,2,3,14
20252,Sean Spencer,USA,31.0,Welterweight,12,6,0,2,1,2,3,18
20254,Chris Cariaso,USA,37.0,Flyweight,17,8,0,3,1,2,3,25
20256,Joe Warren,USA,41.0,Bantamweight,15,7,0,3,2,2,3,22
20259,Marcin Rozalski,POLAND,39.0,Heavyweight,7,4,0,4,0,2,3,11
20262,Kazuhiro Nakamura,JAPAN,38.0,Catch Weight,19,12,0,4,4,2,3,31
20264,Keith Bell,USA,38.0,Heavyweight,7,9,1,5,6,2,3,17
20265,Aleksander Emelianenko,RUSSIA,36.0,Heavyweight,10,6,0,6,3,2,3,16
20266,Mamoru Yamaguchi,JAPAN,41.0,Flyweight,18,9,2,7,0,2,3,29
20268,Nikolay Aleksakhin,RUSSIA,27.0,Welterweight,20,5,0,9,0,2,3,25
20269,Scott Cleve,USA,35.0,Featherweight,15,6,0,9,1,2,3,21
20272,Trenell Young,USA,42.0,Lightweight,3,5,0,1,0,2,4,8
20273,Ryan Thomas,USA,33.0,Welterweight,4,7,0,1,0,2,4,11
20275,Kathina Catron,USA,32.0,Women's Strawweight,6,9,0,1,1,2,4,15
20276,Thiago Alves,BRAZIL,34.0,Welterweight,22,12,0,12,3,2,4,34
20278,Dan Henderson,USA,47.0,Middleweight,32,15,0,16,3,2,4,47
20280,Benjamin Smith,USA,38.0,Welterweight,15,5,0,4,1,2,4,20
20281,Eric Bedard,USA,33.0,Heavyweight,6,7,0,4,2,2,4,13
20284,Abel Trujillo,USA,34.0,Lightweight,15,8,0,7,1,2,4,23
20286,TJ Cook,USA,35.0,Light Heavyweight,12,5,0,9,1,2,4,17
20290,Marcus Sursa,USA,35.0,Light Heavyweight,3,6,0,1,1,2,5,9
20292,Danny Davis Jr.,USA,35.0,Welterweight,13,12,1,3,1,2,5,26
20293,Mariusz Pudzianowski,POLAND,41.0,Heavyweight,12,6,0,5,1,2,5,18
20294,Karla Benitez,VENEZUELA,39.0,Women's Flyweight,13,10,1,6,0,2,5,24
20295,David Abbott,USA,52.0,Heavyweight,10,14,0,7,7,2,5,24
20296,Guilherme Faria de Souza,BRAZIL,26.0,Featherweight,15,7,0,8,1,2,5,22
20298,George Sheppard,USA,29.0,Lightweight,15,12,0,9,4,2,5,27
20299,Billy Vaughan,ENGLAND,35.0,Bantamweight,2,7,0,0,0,2,6,9
20300,Dustin Neace,USA,31.0,Featherweight,2,6,0,0,0,2,6,8
20303,Daron Cruickshank,USA,33.0,Lightweight,19,10,0,11,2,2,6,29
20305,Joshua Key,USA,36.0,Middleweight,6,12,0,3,4,2,6,18
20306,Paul Daley,ENGLAND,35.0,Welterweight,40,16,2,30,2,2,6,58
20307,Jared Papazian,USA,30.0,Bantamweight,20,13,0,6,2,2,6,33
20308,Lavar Johnson,USA,41.0,Heavyweight,18,10,0,16,2,2,7,28
20311,Rey Trujillo,USA,36.0,Featherweight,21,21,0,14,7,2,8,42
20312,Michael Johnson,USA,32.0,Featherweight,17,13,0,8,1,2,8,30
20313,Melvin Guillard,USA,35.0,Catchweight,32,19,2,21,4,2,9,53
20314,Kleber Koike Erbst,JAPAN,28.0,Featherweight,24,4,1,2,0,20,1,29
20315,Hideo Tokoro,JAPAN,40.0,Bantamweight,34,30,2,5,13,20,6,66
20316,Antonio Rodrigo Nogueira,BRAZIL,42.0,Heavyweight,34,10,1,3,3,21,2,45
20317,Jeff Curran,USA,40.0,Bantamweight,36,18,1,1,3,21,3,55
20320,Daniel Weichel,GERMANY,33.0,Featherweight,39,9,0,5,5,22,3,48
20322,Chris Lytle,USA,43.0,Welterweight,32,23,5,3,2,23,0,60
20323,Alonzo Martinez,USA,34.0,Lightweight,42,22,1,10,6,23,13,65
20324,Ken Shamrock,USA,54.0,Heavyweight,28,17,0,2,11,23,4,45
20326,Shinya Aoki,JAPAN,35.0,Lightweight,40,8,0,3,6,25,0,48
20327,Naoyuki Kotani,JAPAN,36.0,Lightweight,33,14,7,5,6,25,2,54
20328,Miguel Torres,USA,37.0,Featherweight,44,9,0,9,3,25,3,53
